ID;Track;Danceability;Energy;Key;Loudness;Speechiness;Acousticness;Instrumentalness;Liveness;Valence;Tempo;Duration_ms
3107;...Y al final;686;318;8.0;-11683;354;771;1.79e-05;0.26;181;121959;262120.0
3108;Parecemos tontos;571;543;0.0;-5994;32;757;0.0;97;514;83025;307632.0
3109;Sí;673;722;9.0;-5016;389;638;0.0;126;762;92983;204027.0
3110;Lady Blue;546;539;10.0;-5613;267;123;493;231;447;104029;329667.0
3111;Aunque no sea conmigo - 2018 Remaster;741;453;4.0;-7.69;564;658;0.0;757;389;86945;208893.0
3112;La chispa adecuada (feat. León Larregui) - MTV Unplugged;521;482;0.0;-9083;291;153;0.0;0.75;307;115997;291117.0
3113;La constante;496;534;4.0;-5222;255;697;0.0;939;342;102057;247946.0
3114;Ven y camina conmigo (feat. Pepe Aguilar) - MTV Unplugged;486;543;7.0;-8771;356;732;4.53e-06;729;357;150196;278461.0
3115;Take Me Home, Country Roads;0.38;0.43;9.0;-12564;288;546;1.71e-05;188;547;82204;197813.0
3116;Take Me Home, Country Roads;462;395;9.0;-9376;264;758;0.0;121;625;82259;190160.0
3117;Annie's Song;304;305;2.0;-10879;298;871;368;367;464;146066;180693.0
3118;Rocky Mountain High;455;437;4.0;-11411;278;314;0.0;501;724;81396;283640.0
3119;Thank God I'm a Country Boy;762;537;9.0;-9.58;478;785;669;551;958;105603;193093.0
3120;We Wish You A Merry Christmas;677;353;9.0;-15636;716;814;0.0;904;777;84535;65347.0
3121;Rudolph the Red Nosed Reindeer;618;501;0.0;-12861;167;718;0.0;257;509;179615;107267.0
3122;Sunshine On My Shoulders;322;168;10.0;-13893;336;915;223;117;259;146.68;311893.0
3123;"Leaving, On a Jet Plane - ""Greatest Hits"" Version";406;188;7.0;-13039;324;852;0.0;105;629;120757;245533.0
3124;Perhaps Love;398;874;7.0;-18981;414;904;2.6e-06;113;478;89014;114200.0
3125;Captain Save a Hoe (feat. The Click, D-Shot, B-Legit & Suga T);753;514;7.0;-12235;0.26;612;0.0;292;563;166015;287600.0
3126;U and Dat (feat. T. Pain & Kandi Girl);858;484;6.0;-7448;277;241;1.8e-06;123;329;99992;202720.0
3127;Big Subwoofer (feat. Snoop Dogg, Ice Cube, E-40 & Too $hort ) - Single Version;0.92;549;11.0;-5912;257;262;3.1e-06;196;709;90004;241587.0
3128;Tell Me When to Go (feat. Keak da Sneak);857;751;1.0;-7086;323;642;257;104;293;106888;237667.0
3129;Choices (Yup);892;607;9.0;-7232;367;144;314;909;244;120.0;272720.0
3130;I Stand On That;748;645;2.0;-7644;292;302;0.0;108;141;76474;284172.0
3131;My Shit Bang;719;568;6.0;-8613;477;646;0.0;381;334;99712;242853.0
3132;Again;761;605;2.0;-5717;329;598;3.83e-05;491;589;203923;168856.0
3133;B*tch;853;855;5.0;-5716;118;375;0.0;343;683;94976;203427.0
3134;Function;881;564;2.0;-5239;232;138;0.0;983;366;100032;259200.0
3135;Me Olvide De Vivir;0.43;272;0.0;-15526;0.04;716;3.87e-05;278;582;123948;292573.0
3136;Hey - Spanish;535;311;2.0;-16.09;343;449;0.0;187;0.32;103543;300600.0
3137;De Niña a Mujer;0.43;0.25;0.0;-17067;29;702;0.0;383;413;104387;198200.0
3138;Con la Misma Piedra;664;498;0.0;-13824;0.12;564;0.0;176;479;90469;237867.0
3139;Se Que Volveras;533;498;2.0;-9279;246;601;156;117;241;95313;262800.0
3140;Soy un Truhán, Soy un Señor;573;426;0.0;-14448;349;602;0.0;393;724;98719;186707.0
3141;Por El Amor De Una Mujer;0.4;239;9.0;-16343;418;509;0.0;277;336;97.28;229493.0
3142;La Media Vuelta;455;518;0.0;-8213;494;303;0.0;109;748;85985;198320.0
3143;Crazy;435;179;5.0;-16606;328;811;153;135;201;106632;196000.0
3144;Puedes Llegar;384;616;3.0;-9401;381;0.48;1.25e-05;539;408;77835;253360.0
3145;Talento De Televisión;779;796;2.0;-6675;434;701;3.99e-05;636;938;104947;279320.0
3146;Idilio;527;715;5.0;-8309;398;552;622;85;904;93979;308693.0
3147;El Gran Varón;645;665;7.0;-5519;384;581;0.0;391;369;94115;414707.0
3148;El Día De Mi Suerte;0.56;855;0.0;-5232;529;605;0.0;532;0.96;97097;328787.0
3149;Pedro Navaja;595;574;2.0;-7411;0.11;789;9.53e-05;209;825;94904;445080.0
3150;Gitana;479;593;11.0;-6629;502;635;2.61e-06;216;805;86092;414267.0
3151;Juanito Alimaña;688;795;7.0;-4537;415;0.76;8.01e-06;484;921;90698;456960.0
3152;La Murga;604;749;2.0;-7591;381;0.65;277;564;889;89013;334080.0
3153;Ché Ché Colé;772;868;0.0;-5183;461;535;0.0;0.17;917;101253;211400.0
3154;Todo Tiene Su Final;498;0.85;5.0;-6494;42;0.74;273;292;935;101299;303373.0
3155;Irresponsables;0.58;929;4.0;-4849;388;629;223;0.23;884;94995;156198.0
3156;El Loco;687;387;11.0;-9842;273;203;335;913;602;112722;185826.0
3157;Putita;477;753;0.0;-6112;343;514;381;0.17;521;178013;225707.0
3158;El Colmo;699;659;6.0;-6091;265;14;111;992;744;124053;160787.0
3159;Como Eran Las Cosas;696;445;1.0;-9114;316;463;1.72e-05;918;591;94984;240520.0
3160;Pijamas;624;896;1.0;-6484;318;877;186;889;832;137984;209920.0
3161;Carismático;0.69;919;7.0;-4696;353;504;0.0;152;745;137018;155920.0
3162;Risa;586;0.71;0.0;-6124;308;406;326;874;384;128362;187133.0
3163;Las Demás;577;0.55;4.0;-10611;303;282;632;98;211;127811;160747.0
3164;Yegua;663;897;11.0;-5059;29;222;0.0;533;831;137057;149560.0
3165;Afuera;487;553;6.0;-11197;425;209;2.81e-05;992;699;126043;288600.0
3166;No Dejes Que...;613;898;2.0;-7593;368;429;1.29e-06;272;763;134033;279160.0
3167;La Célula Que Explota;425;479;2.0;-12.22;419;0.44;109;378;279;123217;215867.0
3168;Viento;586;855;11.0;-5947;327;304;0.0;129;448;124917;236333.0
3169;Aquí No Es Así;616;766;5.0;-11095;321;268;1.05e-06;329;883;105764;294267.0
3170;Mátenme Porque Me Muero;439;864;0.0;-5866;437;283;2.01e-05;198;481;169228;213360.0
3171;La Negra Tomasa - Bilongo - Versión Tropical;0.53;683;2.0;-7.13;313;234;311;274;694;174441;472400.0
3172;Nubes;721;0.85;9.0;-8214;331;0.19;386;78;873;142082;274000.0
3173;Ayer Me Dijo un Ave;666;187;1.0;-18557;368;0.67;645;873;179;123876;210893.0
3174;Los Dioses Ocultos;368;592;7.0;-11042;331;574;144;674;398;127593;282133.0
3175;Gotas De Lluvia;635;856;4.0;-3946;375;701;19;565;688;97276;354973.0
3176;Algo Que Se Quede;751;722;2.0;-4197;506;457;0.0;178;788;140043;220135.0
3177;Sin Sentimientos;607;622;2.0;-9433;354;414;0.0;176;0.66;82777;293893.0
3178;Una Aventura;699;0.83;0.0;-10935;365;275;241;121;731;92855;316093.0
3179;Nuestro Sueño;685;801;7.0;-10094;329;675;132;906;738;90.23;359227.0
3180;Busca Por Dentro;0.69;666;5.0;-10211;348;213;373;309;842;86039;354133.0
3181;Cali Pachanguero;681;705;8.0;-7806;0.04;735;0.0;206;693;99845;288329.0
3182;La Magia De Tus Besos;707;888;7.0;-2907;351;422;351;838;751;160179;284200.0
3183;Se Pareció Tanto a Ti;559;778;0.0;-10517;392;512;941;112;545;175772;328133.0
3184;Eres;733;797;0.0;-8444;404;0.48;599;602;897;166981;268527.0
3185;The Gambler;671;501;4.0;-13119;594;342;0.0;194;0.86;87.04;214880.0
3186;Islands in the Stream;592;473;8.0;-9834;354;681;0.0;732;741;203989;249360.0
3187;We've Got Tonight;543;227;8.0;-11247;298;767;4.29e-05;103;292;123548;234560.0
3188;Coward Of The County;652;433;7.0;-12843;588;134;7.37e-06;146;675;91471;258733.0
3189;Lady;362;183;3.0;-16.0;347;861;234;932;0.2;136646;231867.0
3190;Through The Years - Single Version;587;393;0.0;-11455;28;225;0.0;107;271;131266;286067.0
3191;She Believes In Me;0.32;413;10.0;-12472;314;484;4.97e-06;346;313;142765;258720.0
3192;Lucille;646;362;5.0;-11954;312;724;0.0;134;387;142.46;220867.0
3193;You Decorated My Life;264;307;7.0;-12.36;341;662;0.0;101;153;172546;218133.0
3194;Ruby Don't Take Your Love To Town;672;0.5;0.0;-18.39;445;11;12;287;962;105357;173933.0
3195;El Ultimo Adiós - Varios Artistas Version;276;572;1.0;-7818;377;641;0.0;0.2;285;77986;237467.0
3196;Morena mía;712;676;9.0;-7313;153;191;665;125;869;79994;291440.0
3197;Si tú no vuelves;0.74;509;6.0;-6971;332;355;963;117;133;121971;278293.0
3198;Amante Bandido;748;691;2.0;-8.88;354;515;256;494;762;131061;261360.0
3199;Ay Haiti!;673;753;7.0;-5002;119;272;0.0;71;424;120057;311347.0
3200;Aire soy (feat. Ximena Sariñana);708;478;10.0;-11466;244;187;985;653;625;109002;248049.0
3201;Te Amaré;452;302;3.0;-17023;355;663;0.0;116;381;149163;211733.0
3202;Como un lobo (Dueto 2007);573;887;9.0;-5844;356;266;4.15e-06;911;764;159937;211973.0
3203;Morenamía (Dueto 2007);711;822;9.0;-5766;231;132;0.0;444;906;160011;225373.0
3204;Amiga;0.69;441;11.0;-11.64;278;399;0.0;186;437;112244;298213.0
3205;La Cosa Mas Bella;708;752;8.0;-6.68;26;813;0.0;204;599;110001;265627.0
3206;Otra Como Tu;531;577;1.0;-9363;315;117;1.28e-05;896;498;177.67;281227.0
3207;Cosas De La Vida;622;626;6.0;-8822;275;543;154;226;0.49;88029;288987.0
3208;Più bella cosa;691;0.76;8.0;-6.82;262;524;0.0;217;637;110006;265027.0
3209;Una Emocion para Siempre;682;843;6.0;-4488;292;116;1.43e-05;291;862;119869;236587.0
3210;Por Ti Me Casare;642;257;9.0;-14282;341;465;0.0;118;286;125552;242107.0
3211;Se bastasse una canzone;489;0.56;0.0;-7386;291;206;3.19e-06;193;238;172186;323867.0
3212;Fuego en el Fuego;796;856;9.0;-3851;286;0.14;0.0;912;961;126987;240893.0
3213;Un'emozione per sempre;675;823;4.0;-4513;305;967;0.0;265;817;119902;236587.0
3214;La Media Vuelta;455;518;0.0;-8213;494;303;0.0;109;748;85985;198320.0
3215;¿Cual Es Tu Plan?;822;601;5.0;-5418;297;415;0.0;797;872;96123;243700.0
3216;FERXXO X ÑEJO;838;441;0.0;-6583;296;177;131;832;645;176005;215747.0
3217;Y Si La Ves;637;674;4.0;-6156;268;0.49;1.52e-05;794;739;78671;198125.0
3218;Monumento - Remix;716;778;1.0;-3994;272;0.39;34;689;0.73;169864;208623.0
3219;Escápate Conmigo - Remix;826;881;8.0;-7755;974;191;2.7e-05;347;737;93997;167419.0
3220;"Esta Cabron (Remix) [feat. Anuel Aa, Yomo, Pusho, Almighty, D.Ozi & Jamby ""El Favo""]";653;821;9.0;-5541;209;197;1.48e-06;137;629;179953;485729.0
3221;Monumento;706;742;1.0;-3.19;351;471;142;976;595;169921;173647.0
3222;Se Te Hizo Tarde;698;801;10.0;-5746;639;319;0.0;316;905;169995;358765.0
3223;Muy Feliz - Remix;633;806;10.0;-5.42;839;321;1.24e-05;111;0.65;97528;231853.0
3224;Mi Estilo de Vida II;688;821;7.0;-4638;129;226;0.0;376;694;152065;488512.0
3225;Tú de Qué Vas;607;629;11.0;-5931;316;405;0.0;203;567;80.11;238160.0
3226;Si la Ves (feat. Sin Bandera);614;664;7.0;-3939;304;233;0.0;459;405;115956;248000.0
3227;Tan Sólo Tú (feat. Alejandra Guzmán) - Franco De Vita en Primera Fila;411;514;7.0;-6176;37;446;0.0;984;206;148357;237720.0
3228;Un Buen Perdedor;438;442;0.0;-12691;419;446;0.0;544;161;125.62;240227.0
3229;Te Amo;584;636;10.0;-6654;517;539;5.94e-06;871;337;129.24;218760.0
3230;Te Amo;629;278;0.0;-14091;338;814;0.0;102;379;119502;227200.0
3231;Te Pienso Sin Querer (feat. Gloria Trevi) - Vuelve en Primera Fila - Live Version;531;464;2.0;-9221;376;159;0.0;0.98;163;141061;250960.0
3232;Un Buen Perdedor;493;606;7.0;-6454;389;559;6.46e-05;709;287;140239;234040.0
3233;Louis;584;397;5.0;-13802;386;564;6.17e-06;114;675;117264;309973.0
3234;No Basta;674;673;10.0;-6468;281;461;6.75e-06;344;386;129393;272360.0
3235;You're The One That I Want - Remastered 2022;742;791;0.0;-5058;961;219;1.56e-05;131;822;106532;170485.0
3236;Hopelessly Devoted To You;574;514;11.0;-8.02;28;313;362;274;352;111005;186000.0
3237;Summer Nights - From “Grease”;747;663;2.0;-9415;545;0.62;5.24e-05;861;606;124336;216907.0
3238;Physical - Remastered 2021;0.84;728;4.0;-8473;436;127;114;114;0.74;124066;225993.0
3239;We Go Together - From “Grease”;732;803;0.0;-10817;202;228;0.0;659;776;111.13;179573.0
3240;Xanadu - Remastered 2022;636;0.67;1.0;-6439;277;132;0.0;199;713;127564;206146.0
3241;Baby It's Cold Outside;591;0.38;2.0;-9456;322;915;0.0;0.3;475;94.02;199880.0
3242;I Love You, I Honestly Love You;355;112;10.0;-15309;362;959;104;674;153;134893;220333.0
3243;Twist Of Fate;605;693;1.0;-8.84;409;253;25;103;579;164343;218227.0
3244;Have You Never Been Mellow;542;324;0.0;-14.07;329;566;2.27e-06;876;421;121802;213533.0
3245;Merry Christmas Darling - Remix;339;205;7.0;-15315;303;842;0.0;101;166;81586;186973.0
3246;Top Of The World;379;343;10.0;-12993;385;806;0.0;991;694;184301;179173.0
3247;Yesterday Once More;254;0.38;4.0;-13806;337;672;0.0;379;408;168496;233533.0
3248;Sleigh Ride;0.47;232;11.0;-15662;192;871;0.0;104;552;201258;159440.0
3249;(They Long To Be) Close To You;532;244;8.0;-14652;327;707;4.56e-05;122;238;89327;276000.0
3250;Silent Night;0.17;158;4.0;-17011;353;947;106;844;134;85174;201040.0
3251;I Won't Last A Day Without You;453;221;2.0;-13192;45;794;0.0;102;459;82199;232533.0
3252;Please Mr. Postman;664;547;9.0;-11594;281;139;1.79e-06;239;964;132943;172733.0
3253;Rainy Days And Mondays;351;235;10.0;-11513;323;852;0.0;688;218;74.72;218893.0
3254;We've Only Just Begun;0.41;321;9.0;-11771;292;771;3.34e-06;103;301;86553;185160.0
3255;Te He Prometido;558;408;9.0;-9147;376;368;0.0;194;742;126367;187173.0
3256;Cómo Te Extraño Mi Amor;737;503;4.0;-9.83;337;829;0.0;175;0.95;122129;175493.0
3257;Esa Pared (feat. Vicente Fernández);372;401;9.0;-6883;341;329;7.75e-06;693;748;202038;174400.0
3258;Mary Es Mi Amor;341;402;4.0;-6682;26;519;0.0;245;522;89887;192307.0
3259;Pídeme la Luna;438;0.63;9.0;-11851;636;387;7.59e-06;785;468;165142;222573.0
3260;Qué Tiene la Niña;492;454;4.0;-8409;0.03;751;0.0;287;544;120787;159213.0
3261;Tú Llegaste, Cuando Menos Te Esperaba;269;524;2.0;-7522;293;481;116;109;595;164732;200800.0
3262;Yo Sé Que No Es Feliz (En Vivo) (feat. Matisse);536;681;2.0;-6982;692;294;1.04e-06;969;383;80957;225973.0
3263;Cómo Te Extraño Mi Amor (En Vivo) (feat. Rubén Albarrán);696;907;2.0;-2932;409;447;0.0;729;686;124989;195800.0
3264;Esa Pared;607;357;9.0;-7283;317;179;0.0;571;736;107362;183640.0
3265;Life We Live (feat. Namond Lumpkin & Edgar Fletcher);883;633;1.0;-5644;173;603;0.0;0.13;241;76.99;254373.0
3266;Take Da Charge;911;666;2.0;-7133;233;669;4.12e-05;116;824;145734;186907.0
3267;Chickenhead (feat. Three 6 Mafia & La Chat);867;739;7.0;-5699;259;785;0.0;121;881;156067;253360.0
3268;North Memphis;713;691;6.0;-8794;304;864;0.0;435;383;76.98;98827.0
3269;RIP Young (feat. Project Pat & Juicy J) - Remix;971;662;2.0;-6261;708;497;0.0;956;476;120073;180000.0
3270;Cheese and Dope;883;849;7.0;-5088;181;697;0.0;877;956;75.19;205333.0
3271;Out There;815;0.67;10.0;-9967;304;0.27;0.0;176;407;160041;259693.0
3272;Lane Switcha (feat. A$AP Rocky, Juicy J & Project Pat);652;842;1.0;-3181;409;493;0.0;937;559;165063;168727.0
3273;If You Ain't From My Hood (feat. Juicy J & DJ Paul);916;866;2.0;-4628;257;128;0.0;552;532;146387;296333.0
3274;CheezNDope (feat. Young Dolph & Key Glock);842;558;7.0;-9322;264;439;7.37e-06;108;683;76469;158496.0
3275;Always on My Mind - with The Royal Philharmonic Orchestra;0.29;593;7.0;-7971;39;563;235;127;275;89521;217747.0
3276;Love Me Tender - with The Royal Philharmonic Orchestra;239;149;9.0;-13131;326;0.89;271;116;105;103667;205227.0
3277;Can't Help Falling In Love - with The Royal Philharmonic Orchestra;899;444;2.0;-9748;375;0.87;548;192;136;67232;198600.0
3278;Rêverie, CD 76 (Arr. Cullen for Cello and Orchestra);141;427;5.0;-26085;478;988;922;134;393;63918;240000.0
3279;Tree of Life Suite: Oceano;345;512;7.0;-11576;343;938;888;126;242;110148;130572.0
3280;irreplaceable;238;747;0.0;-24201;437;0.95;935;978;126;117686;271943.0
3281;Burning Love - with The Royal Philharmonic Orchestra;547;936;2.0;-4997;415;343;7.69e-05;107;735;142995;209760.0
3282;"Beauty and the Beast - From ""Beauty and the Beast""";103;127;8.0;-19.22;384;782;894;103;0.11;84226;166840.0
3283;The Nutcracker: Waltz Of The Flowers;254;125;2.0;-17868;39;966;815;529;102;96079;424507.0
3284;"I See The Light - From ""Tangled""";136;0.21;5.0;-16481;368;885;758;173;628;94233;232760.0
3285;Glamorous;0.81;755;0.0;-6408;199;291;0.0;857;625;130991;246573.0
3286;Big Girls Don't Cry (Personal);707;642;7.0;-4271;337;204;0.0;925;249;113083;268120.0
3287;Fergalicious;906;583;8.0;-7721;317;569;0.0;126;829;129056;292373.0
3288;L.A.LOVE (la la) [feat. YG];509;482;7.0;-6965;176;186;0.0;238;301;101042;211512.0
3289;London Bridge;0.77;609;1.0;-5894;345;214;0.0;166;631;90952;241307.0
3290;Clumsy;731;563;2.0;-4046;131;191;423;296;452;184004;240427.0
3291;A Little Party Never Killed Nobody (All We Got);749;635;5.0;-5075;168;105;2.17e-06;854;508;130011;240733.0
3292;M.I.L.F. $;773;706;0.0;-5709;999;538;148;208;693;160912;162365.0
3293;London Bridge;751;648;1.0;-5394;241;159;0.0;508;678;90987;208093.0
3294;Love Song to the Earth;377;629;6.0;-7243;341;32;0.0;777;0.14;140044;231679.0
3295;Always On Time;839;706;5.0;-6104;199;208;0.0;242;839;96673;245133.0
3296;Wonderful;663;777;11.0;-4954;109;277;0.0;466;758;92.68;270507.0
3297;Livin' It Up;874;768;6.0;-4086;311;554;0.0;41;636;106095;257067.0
3298;Put It On Me;831;0.79;1.0;-4714;165;24;0.0;515;791;93.14;262827.0
3299;Mesmerize;764;648;1.0;-6639;206;563;0.0;414;391;90.1;278720.0
3300;Clap Back;632;786;9.0;-5596;354;415;1.2e-05;527;699;94499;296467.0
3301;Down A** B**ch;483;644;1.0;-6605;307;0.37;0.0;202;532;87937;331133.0
3302;New York;546;795;11.0;-5825;444;253;0.0;775;572;93221;258213.0
3303;Furious;816;849;11.0;-4.41;0.26;811;0.0;616;844;94007;258000.0
3304;Between Me & You;818;883;0.0;-4547;695;202;767;243;405;93.67;250173.0
3305;Nosso Amor Quer Paz - Ao Vivo;564;612;2.0;-6456;332;616;0.0;874;624;143752;174286.0
3306;Graveto - Ao Vivo;0.55;698;7.0;-7224;367;665;0.0;717;531;96973;168166.0
3307;Final De Tarde;586;554;0.0;-6907;332;597;0.0;695;731;155945;237440.0
3308;Camarão Que Dorme a Onda Leva;723;694;0.0;-6694;802;313;0.0;52;739;106359;168948.0
3309;Até Que Durou - Ao Vivo;477;715;4.0;-5524;435;576;0.0;736;597;136155;313855.0
3310;Lembrança - Ao Vivo;507;708;7.0;-7586;583;565;0.0;0.84;787;162016;192044.0
3311;Sinais de fogo - Ao Vivo;538;678;10.0;-5696;748;0.73;0.0;317;654;148034;201302.0
3312;Melhor Eu Ir;513;546;4.0;-5192;375;564;0.0;124;0.37;126646;251436.0
3313;Supera - Ao Vivo;556;714;11.0;-5973;614;452;0.0;983;696;147568;232279.0
3314;Vou Festejar;0.46;615;11.0;-9581;857;495;0.0;119;823;97982;199560.0
3315;El Ultimo Adiós - Varios Artistas Version;276;572;1.0;-7818;377;641;0.0;0.2;285;77986;237467.0
3316;Conteo Regresivo - Salsa Version;777;0.72;8.0;-6162;803;778;0.0;69;0.96;163905;266787.0
3317;La Agarro Bajando;807;768;5.0;-6745;427;332;3.09e-06;251;962;100324;254933.0
3318;Que Alguien Me Diga;585;868;7.0;-7285;444;256;0.0;197;758;94098;290413.0
3319;Conciencia;569;644;10.0;-8286;408;514;6.66e-06;257;895;176919;332093.0
3320;Un Montón de Estrellas;796;766;5.0;-5227;35;392;0.0;678;945;91767;273880.0
3321;Sombra Loca;761;686;0.0;-8283;498;586;0.0;0.06;837;167016;289707.0
3322;Que Manera De Quererte;767;0.87;2.0;-1633;737;356;1.92e-06;862;759;104955;269063.0
3323;Cartas Sobre La Mesa;702;891;7.0;-3656;457;0.48;1.94e-05;83;0.96;94593;191082.0
3324;Bailando A Tu Son;833;853;8.0;-3.94;484;292;258;762;957;92019;276187.0
3325;Slow Jamz;559;733;2.0;-5659;171;314;0.0;284;611;145115;316053.0
3326;The City's Yours;532;807;1.0;-4281;527;83;0.0;123;335;166925;192133.0
3327;Blame It;673;614;7.0;-5426;103;782;0.0;139;362;176052;289747.0
3328;Hot Wings (I Wanna Party);739;686;6.0;-6386;438;507;7.02e-06;452;0.68;129916;136693.0
3329;Fly Love;596;287;7.0;-12618;335;791;4.44e-05;865;349;115209;159000.0
3330;Dearly Beloved (feat. Jamie Foxx);687;619;0.0;-5829;498;946;0.0;248;656;118101;109000.0
3331;Unpredictable (feat. Ludacris) - Main;734;599;9.0;-8462;197;206;0.0;555;772;145185;219867.0
3332;Fall For Your Type (feat. Drake);593;393;1.0;-11736;827;394;3.24e-06;0.11;193;136866;269533.0
3333;Real In Rio;525;718;11.0;-9065;363;198;0.0;298;415;141558;227947.0
3334;DJ Play A Love Song (feat. Twista);793;618;2.0;-8664;108;109;0.0;331;0.31;119984;258800.0
3335;El Ultimo Adiós - Varios Artistas Version;276;572;1.0;-7818;377;641;0.0;0.2;285;77986;237467.0
3336;Tan enamorados;413;0.53;3.0;-7389;326;472;1.31e-06;158;149;138.68;289867.0
3337;Bésame;456;693;4.0;-4345;359;0.58;0.0;122;0.48;80.5;236080.0
3338;Me va a extrañar (aka Unchain My Heart);545;499;4.0;-6587;281;631;0.0;239;178;131066;298293.0
3339;Aunque Ahora Estés Con El;399;651;4.0;-6348;414;892;0.0;208;395;172111;214720.0
3340;Me Va A Extranar;605;571;5.0;-6431;339;0.75;3.87e-05;101;233;132.7;256400.0
3341;Te Adoraré;613;599;11.0;-6654;344;266;4.38e-06;109;317;136.08;227520.0
3342;Déjame llorar;388;331;0.0;-9561;305;731;4.19e-06;249;996;95004;312333.0
3343;Tan Enamorados;391;664;4.0;-5377;332;556;0.0;729;317;143601;256507.0
3344;La Gloria de Dios (feat. Evaluna Montaner);497;438;4.0;-6.7;264;169;0.0;78;162;136561;380507.0
3345;One, Two Step (feat. Missy Elliott);944;511;5.0;-10.96;161;42;107;379;842;113046;203787.0
3346;Goodies (feat. Petey Pablo);826;647;5.0;-6306;491;277;1.52e-06;298;872;102017;223000.0
3347;Like a Boy;701;724;0.0;-5751;145;267;0.0;867;425;132035;237053.0
3348;Body Party;577;576;2.0;-6299;563;143;0.0;602;0.12;133973;234040.0
3349;Promise;697;629;9.0;-5757;425;409;3.8e-06;819;439;123279;267413.0
3350;Level Up;746;825;1.0;-4666;169;142;107;121;584;152914;204150.0
3351;Oh (feat. Ludacris);0.8;496;7.0;-7135;506;298;0.0;697;357;128.29;256347.0
3352;Can't Leave 'Em Alone (feat. 50 Cent);527;696;1.0;-6015;361;209;0.0;516;499;100614;244760.0
3353;Better Thangs (with Summer Walker);854;786;11.0;-4565;136;154;0.0;825;498;120006;214353.0
3354;Get Up (feat. Chamillionaire);964;595;1.0;-6887;109;248;5.14e-06;405;629;128593;261880.0
3355;Still Strugglin';731;701;1.0;-7436;455;556;0.0;295;901;92245;137253.0
